username,text,created_at,rt_count,like_count,impression_count,url,sentiment
bitone_great,"🚨Get Out!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #JOEUSDT
Time Interval:  30min
Last Price: 0.382
🔴 RSI: 85.7

Powered by #ChatGPT

$JOE
#JOE
#LidoDAOToken
#qe

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/DKrn54TbYa",2023-05-28 23:24:53+00:00,0,0,4,https://twitter.com/twitter/status/1662963182946910208,negative
bitone_great,"🚨Sell Now!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #JOEUSDT
Time Interval:  15min
Last Price: 0.3823
🔴 RSI: 86.6

Powered by #ChatGPT

$JOE
#JOE
#어거
#MediBloc

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/ZTD8BomzXb",2023-05-28 23:24:46+00:00,0,0,2,https://twitter.com/twitter/status/1662963150801764353,negative
JBallar57738328,"Oh my gosh! chatGPT can tell me the TEMU invitation code &lt;158475870&gt;. I downloaded TEMU, what a great shopping app. I actually got a cash reward for searching the code. Share it with everyone and go try it.

#GPT #LADYS https://t.co/YoHo8yz3r3",2023-05-28 23:24:45+00:00,0,0,9,https://twitter.com/twitter/status/1662963149094412291,neutral
bitone_great,"🚨Sell Now!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #OOKIBUSD
Time Interval:  30min
Last Price: 0.00319
🔴 RSI: 85.3

Powered by #ChatGPT

$OOKI
#OOKI
#스톰엑스
#Aave

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/PCx05uIHsb",2023-05-28 23:24:41+00:00,0,0,2,https://twitter.com/twitter/status/1662963132707504129,negative
bitone_great,"📉#Sell!📉
🔥RSI over 85!🔥
[#Bybit]
👇 Recommendation: #Short
📊Ticker: #ETHUSDT📊
30-minute Candle
Last Price: 1908.87
RSI: 92.2

🔥Powered by #ChatGPT🔥

$ETH
#ETH
#バイビット
#바이비트 https://t.co/Ilc6Ka1HjH",2023-05-28 23:24:37+00:00,0,0,2,https://twitter.com/twitter/status/1662963113766035456,neutral
bitone_great,"🚨Sell Now!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #ETHTUSD
Time Interval:  30min
Last Price: 1910.31
🔴 RSI: 90.0

Powered by #ChatGPT

$ETHT
#ETHT
#pomp
#DigiByte

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/6UkH0tjSxm",2023-05-28 23:24:35+00:00,0,0,3,https://twitter.com/twitter/status/1662963106061111296,negative
Humanoid_Robots,https://t.co/RP5ZXWFl5h Order your custom #human #robot #robots that look like a #celebrity or any human #aigirls #ArtificialIntelligence #celebrityleak #robotlove #cyborg #ChatGPT #btc #crypto #sexdolls #sexdoll #robotgirl #Bitcoin #GenerativeAI #Robotic #Robotics humano robots https://t.co/v4OJaYZz9i,2023-05-28 23:24:34+00:00,5,5,818,https://twitter.com/twitter/status/1662963103649103872,neutral
bitone_great,"🚨Sell Now!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #ETHTUSD
Time Interval:  15min
Last Price: 1910.45
🔴 RSI: 87.2

Powered by #ChatGPT

$ETHT
#ETHT
#sbf
#meme

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/tHkUKUHn0p",2023-05-28 23:24:26+00:00,0,0,1,https://twitter.com/twitter/status/1662963069776187393,negative
rachidelguerrab,@Grady_Booch Yeah it's fun time for judges :o) https://t.co/Xov5UONcpa,2023-05-28 23:24:24+00:00,0,0,83,https://twitter.com/twitter/status/1662963059420446720,positive
bitone_great,"🚨Sell Now!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #OOKIBUSD
Time Interval:  30min
Last Price: 0.00319
🔴 RSI: 85.3

Powered by #ChatGPT

$OOKI
#OOKI
#ARPA
#cz

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/1OuCl1sBtP",2023-05-28 23:24:21+00:00,0,0,1,https://twitter.com/twitter/status/1662963045881229313,negative
bitone_great,"🚨Short Greed!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #BTCTUSD
Time Interval:  30min
Last Price: 28108.31
🔴 RSI: 87.5

Powered by #ChatGPT

$BTCT
#BTCT
#아이오에스티
#아파트

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/CCYMK6Whnz",2023-05-28 23:24:11+00:00,0,0,2,https://twitter.com/twitter/status/1662963003644596227,negative
Spaceman2112,"@WisemanPhil ChatGPT, write me a positive thesis for a struggling stock close to bankruptcy

😂😂😂",2023-05-28 23:24:10+00:00,0,2,68,https://twitter.com/twitter/status/1662963000628891648,neutral
bitone_great,"🚨Sell Now!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #OOKIBUSD
Time Interval:  30min
Last Price: 0.00319
🔴 RSI: 85.3

Powered by #ChatGPT

$OOKI
#OOKI
#StormX
#BitClout

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/pIBjEYQByH",2023-05-28 23:23:54+00:00,0,0,2,https://twitter.com/twitter/status/1662962935155806208,negative
Paul__Walsh,"If Apple updates Siri to comprehend all languages, accents and speech impediments, as well as remember conversations with the ability to complete tasks, it could be more world-changing than ChatGPT.",2023-05-28 23:23:47+00:00,0,0,137,https://twitter.com/twitter/status/1662962902691893248,neutral
D3HM1,"https://t.co/orztUEixpr . For Sale : 

🔥Premium Domain Name
🔥Drone is a High Value Keyword

#business #startup #BrandName #domains #nft #nfts #Today #AI #metaverse #Money #Web3 #Drone #Drones #Security #Safety #Army #ArtificialIntelligence #ChatGPT #GPT",2023-05-28 23:23:46+00:00,1,0,6,https://twitter.com/twitter/status/1662962901827633155,positive
ccionuomision,ChatGPT: How to Use the AI Chatbot for Free https://t.co/Nm40h8TMqK,2023-05-28 23:23:37+00:00,0,0,3,https://twitter.com/twitter/status/1662962861079920641,neutral
bitone_great,"🚨Sell Now!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #BNBUSDT
Time Interval:  30min
Last Price: 314.2
🔴 RSI: 85.9

Powered by #ChatGPT

$BNB
#BNB
#빗썸
#Aave

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/AGkxwwAAea",2023-05-28 23:23:36+00:00,0,0,2,https://twitter.com/twitter/status/1662962857074651137,negative
bitone_great,"🚨Sell Now!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #OOKIBUSD
Time Interval:  30min
Last Price: 0.00319
🔴 RSI: 85.3

Powered by #ChatGPT

$OOKI
#OOKI
#하이브달러
#RenBTC

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/MPtWz8iM5F",2023-05-28 23:23:32+00:00,0,0,0,https://twitter.com/twitter/status/1662962840960135168,negative
bitone_great,"🚨Short Greed!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #BNBUSDT
Time Interval:  15min
Last Price: 314.2
🔴 RSI: 87.0

Powered by #ChatGPT

$BNB
#BNB
#莱特币
#ホロ

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/MeUQugTInv",2023-05-28 23:23:29+00:00,0,0,0,https://twitter.com/twitter/status/1662962830621163522,negative
bitone_great,"🚨Sell Now!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #ETHUSDT
Time Interval:  30min
Last Price: 1910.09
🔴 RSI: 89.0

Powered by #ChatGPT

$ETH
#ETH
#Waves
#比特币

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/71Axzladoy",2023-05-28 23:23:22+00:00,0,0,0,https://twitter.com/twitter/status/1662962799109353473,negative
dario_santos,@TinfoilTricorn @PicturesFoIder Nice ChatGPT,2023-05-28 23:23:21+00:00,0,0,328,https://twitter.com/twitter/status/1662962795850211330,neutral
bitone_great,"🚨Sell Now!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #ETHUSDT
Time Interval:  15min
Last Price: 1910.42
🔴 RSI: 87.1

Powered by #ChatGPT

$ETH
#ETH
#Audius
#캐리프로토콜

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/Bn6ptOjtK6",2023-05-28 23:23:13+00:00,0,0,3,https://twitter.com/twitter/status/1662962762644074497,negative
bitone_great,"🚨Sell Now!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #BTCUSDT
Time Interval:  30min
Last Price: 28112.25
🔴 RSI: 87.0

Powered by #ChatGPT

$BTC
#BTC
#TrueUSD
#tech

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/a1Oee3uXpK",2023-05-28 23:23:04+00:00,0,0,3,https://twitter.com/twitter/status/1662962724450746368,negative
Thinkstep_music,@YoDayo_Home so close.  I did get different faces and slightly different eye colors!  LOL....ChatGPT couldn't even answer the question. https://t.co/jpzatR3UI4,2023-05-28 23:23:03+00:00,0,2,114,https://twitter.com/twitter/status/1662962722064015360,positive
SamuelsCND,"Lawyer admits to using ChatGPT to write fake court citations #CDNNews #News #Canada #Canadian [Video] The meteoric rise of ChatGPT is shaking up multiple industries including law, as one attorney recently found ... https://t.co/cwIKF6egjR",2023-05-28 23:23:02+00:00,0,0,10,https://twitter.com/twitter/status/1662962716926164992,positive
wifemomcpa100,"Me to ChatGPT: I have pork belly, pineapple, rice, and bell peppers. Give me a recipe. 

ChatGPT: Sweet and Savory Pineapple-Glazed Pork Belly Stir-Fry

Final dish: @AccountantsCook 

I added some red pepper flakes for a bit of spice. https://t.co/JZlukeFpuv",2023-05-28 23:22:59+00:00,1,37,1652,https://twitter.com/twitter/status/1662962704334700547,positive
GlobalPeaceBot,"""War is the voice of hatred, peace is the voice of love."" - ChatGPT",2023-05-28 23:22:57+00:00,0,0,0,https://twitter.com/twitter/status/1662962693412728835,neutral
EvanKirstel,"Majority of Americans have heard of ChatGPT, but few have tried it | Pew Research Center Only 2% of US adults find ChatGPT ""extremely useful"" for work, education, or entertainment

A new study from [Pew Research Center](https://t.co/tMY8uAnsOf) found that “about six-in-ten U.S.… https://t.co/O1v9h5ZRKj",2023-05-28 23:22:29+00:00,3,5,1060,https://twitter.com/twitter/status/1662962575481372674,positive
luxluz_de,@elonmusk @jack To match ChatGPT!,2023-05-28 23:22:11+00:00,0,0,49,https://twitter.com/twitter/status/1662962502924132352,neutral
EDiscoveryCat,"Would you be interested in a definitive generative AI primer—&gt; on surviving the robot (lawyer) takeover? 
#generativeai #chatgpt #futureoflegal https://t.co/p37JkB4MW8",2023-05-28 23:22:11+00:00,0,3,681,https://twitter.com/twitter/status/1662962502513364998,neutral
toru31117027,The Brilliant Math Coach Teaching America’s Kids to Outsmart AI https://t.co/L4dGMB5UH5,2023-05-28 23:22:08+00:00,0,0,13,https://twitter.com/twitter/status/1662962488781205504,neutral
CBKReport,"The top 25 small forwards in college basketball since 2000

According to ChatGPT🏀 https://t.co/YUzkjdnXtA",2023-05-28 23:22:02+00:00,130,1472,624461,https://twitter.com/twitter/status/1662962462298189828,positive
d_j_magee,"@VullinghsJ If I'm going to take a wild guess... right now model weights are very expensive to create. Something like $3.2 mil to train ChatGPT. So they're effectively a moat... for now. But costs are expected to decline

https://t.co/h7tmMy3Gbc",2023-05-28 23:21:59+00:00,0,0,14,https://twitter.com/twitter/status/1662962453565833218,positive
JudyHWright,"@Couple_of_Bees @wordwiselit If you’re interested in creating a profitable course based on your book, click this link to save your spot: https://t.co/i1RROmGCCl
PS. They’ll also send you a copy of Danny’s memo about how ChatGPT is affecting the online course industry – it’s a short-yet-powerful read.",2023-05-28 23:21:59+00:00,0,0,0,https://twitter.com/twitter/status/1662962450021629953,neutral
JudyHWright,"@Author_JimGould If you’re interested in creating a profitable course based on your book, click this link to save your spot: https://t.co/i1RROmGCCl
PS. They’ll also send you a copy of Danny’s memo about how ChatGPT is affecting the online course industry – it’s a short-yet-powerful read.",2023-05-28 23:21:34+00:00,0,0,0,https://twitter.com/twitter/status/1662962345583456258,neutral
tildensky,@sonjalanehart How long before there is a special setting for ChatGPT for auto-writing manuscript reviews as Reviewer 2? 🤔,2023-05-28 23:21:26+00:00,1,2,73,https://twitter.com/twitter/status/1662962313866141696,negative
KepsPxbghvs,"Human cognition has inspired the design of “intelligent” computer programs, but much about the inner workings of our brains has remained a mystery. Now reversely, scientists are hoping to learn more about human mind by mirroring synthetic neural networks. https://t.co/bvgO89gmQd",2023-05-28 23:21:17+00:00,0,0,19,https://twitter.com/twitter/status/1662962276008333313,positive
MisterSalesman,"Are you worried about ChatGPT? Dan Sullivan, a  top entrepreneur coach, said, “People who depend on answers (i.e., expertise) will become obsolete; people who depend on questions will rule the day.”  Learn how to explode AI in your business. https://t.co/rX1m0NUNiu #amreading",2023-05-28 23:21:14+00:00,0,1,123,https://twitter.com/twitter/status/1662962264998129664,positive
JudyHWright,"@Sophie_Bowns @KindlePromos @IARTG @RockinFreelance @AmPoetryReview @Weaver_of_tale @poems_by_tessy @dreaminunicorn1 @EllieJayWrites @Woman_InBizHour @PoetryFound If you’re interested in creating a profitable course based on your book, click this link to save your spot: https://t.co/i1RROmGCCl
PS. They’ll also send you a copy of Danny’s memo about how ChatGPT is affecting the online course industry – it’s a short-yet-powerful read.",2023-05-28 23:21:10+00:00,0,0,1,https://twitter.com/twitter/status/1662962248246259712,neutral
CristinaAmpil,“Let’s dig a lit­tle more into this. The role of the GPT is to al­ways say the most ob­vi­ous next word. But what is in­ven­tion? What is cre­ativ­ity and in­no­va­tion? Is it to say the most ob­vi­ous thing? No. It might be to say a non-ob­vi­ous thing.”  #ChatGPT #generativeAI,2023-05-28 23:21:08+00:00,0,0,44,https://twitter.com/twitter/status/1662962235814060034,neutral
seasinkarnedine,It's funny that ChatGPT is just making up sources for shit,2023-05-28 23:21:04+00:00,0,1,31,https://twitter.com/twitter/status/1662962219045232642,positive
wilowrid,"New article posted: 10. Voice Cloning, Eleven Labs API, OpenAI Embeddings, ChatGPT API, Whisper API . Read full version: https://t.co/KkJhhJ0sA5",2023-05-28 23:21:00+00:00,0,0,12,https://twitter.com/twitter/status/1662962203534712835,positive
Avraham1522,"If you're experiencing problems withdrawing your cryptocurrency or if your account is frozen on any of these fraudulent platforms - #KiCurrency, #Robecoins, #Drecur, #fastbitra, #exbiils - send a message for assistance now. #dollartreats, #ChatGPT, #Ukraine, #crypto  #btc",2023-05-28 23:20:49+00:00,0,0,4,https://twitter.com/twitter/status/1662962158592819202,negative
jamestwisco,@pierre4bitcoin @MikeSington @KimReynoldsStan @bing Luckily my use for Bing or ChatGPT is non political.,2023-05-28 23:20:49+00:00,0,0,48,https://twitter.com/twitter/status/1662962157472940032,positive
jeicks,"This is why @CollegesOfLaw offered a well attended MCLE series on ChatGPT.  Lawyers' tech competence matters. 

How can a lawyer be awake enough to know the ways ChatGPT can benefit a legal practitioner without knowing how to use the tool responsibly? #DontBlameTheTool https://t.co/19hRG0phsH",2023-05-28 23:20:47+00:00,1,3,529,https://twitter.com/twitter/status/1662962148744601600,neutral
bitone_great,"🚨Time to Sell!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #BETHUSDT
Time Interval:  30min
Last Price: 1909.67
🔴 RSI: 89.1

Powered by #ChatGPT

$BETH
#BETH
#가스
#funny

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/5ap304EcfM",2023-05-28 23:20:22+00:00,0,0,11,https://twitter.com/twitter/status/1662962044612804608,positive
bitone_great,"🚨Get Out!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #BETHUSDT
Time Interval:  15min
Last Price: 1908.33
🔴 RSI: 85.4

Powered by #ChatGPT

$BETH
#BETH
#이더리움클래식
#아르고

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/7Zpq6san3y",2023-05-28 23:20:10+00:00,0,0,9,https://twitter.com/twitter/status/1662961995388448768,negative
Malik_Archive,"Sam Altman founder of OpenAI / ChatGPT tweeted this last year.

Why did he change his mind? https://t.co/ydSyppRUzM",2023-05-28 23:20:06+00:00,0,1,229,https://twitter.com/twitter/status/1662961978158063617,neutral
FawnX0,@adoreseungminn ChatGPT might be able to shorten it for you somehow,2023-05-28 23:19:58+00:00,0,0,76,https://twitter.com/twitter/status/1662961943970299905,neutral
MarkMcGrathCFP,"ChatGPT isn't that useful right now.

Change my mind.",2023-05-28 23:19:50+00:00,2,63,29085,https://twitter.com/twitter/status/1662961909409419265,positive
userdao_arb,"We are considering whether we should join #chatGPT, so that players lose too much thinking and perform foolish operations🤖🤖

👀Or don't join #chatGPT to make the game more exploratory and interesting? https://t.co/JMS6xD6aJ6",2023-05-28 23:19:49+00:00,0,9,254,https://twitter.com/twitter/status/1662961906465009669,positive
neuropuff,A lawyer faces sanctions after he used ChatGPT to write a brief riddled with fake citations https://t.co/seoHpET7vk https://t.co/mAkg1RlZMp,2023-05-28 23:19:42+00:00,0,0,2,https://twitter.com/twitter/status/1662961876576219138,neutral
LigerTheHun1,@sama Am about to be homeless due to OpenAI's ChatGPT taking my job.,2023-05-28 23:19:41+00:00,0,0,2,https://twitter.com/twitter/status/1662961873598259201,negative
sarah_e_hancock,"@OscarHLW Yeah there are like a billion-ty fields to fill in, no way I'm copying each into ChatGPT. Luckily a simple CTRL+F sufficed.",2023-05-28 23:19:35+00:00,0,1,38,https://twitter.com/twitter/status/1662961849619599367,positive
flintworks,"I know people are moaning about chatGPT but it amuses me no end as I have to walk up and down the streets.

Today I created the Kerning Awards and who better than @rickygervais to present such an important ceremony for the crashing of text?
....",2023-05-28 23:19:34+00:00,0,0,1305,https://twitter.com/twitter/status/1662961844208672771,neutral
NatalieP_Impact,"ChatGPT stays lying. 

(🫠🤣) https://t.co/ozFavDdpdP",2023-05-28 23:19:24+00:00,0,0,124,https://twitter.com/twitter/status/1662961800537579520,neutral
leooote,@MatheeusHenry chatgpt assassine romildo bolzan jr,2023-05-28 23:19:13+00:00,0,1,17,https://twitter.com/twitter/status/1662961754006061058,neutral
StoatSnow,"@EmmanuelMacron ""The double dealer is a man of many faces, but no true character."" — ChatGPT",2023-05-28 23:19:04+00:00,0,0,135,https://twitter.com/twitter/status/1662961719583588352,positive
orbislame,This is my favorite response from ChatGPT ever. https://t.co/momg3Vtu6Q,2023-05-28 23:18:54+00:00,0,0,87,https://twitter.com/twitter/status/1662961675249627137,neutral
_Dew_____,"I have been running into so many fics written by ChatGPT on ao3, and it make my blood boil. Why do you guys need to publish something made by an algorithm that stole other people's work? https://t.co/MoMzc9A1kU",2023-05-28 23:18:28+00:00,1,2,105,https://twitter.com/twitter/status/1662961568286490624,positive
bitone_great,"🚨Get Out!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #BNBTUSD
Time Interval:  30min
Last Price: 314.0
🔴 RSI: 86.0

Powered by #ChatGPT

$BNBT
#BNBT
#하이브
#레이디움

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/nhBZB89qig",2023-05-28 23:18:21+00:00,0,0,3,https://twitter.com/twitter/status/1662961537907142657,negative
notshadowknight,@osjrbrbjrjdj @JohnNobody19 @KyleBrovloski01 But I know chatgpt can rarely be incorrect so I fine with being corrected. I would also like to see your sources too so I can see where you’re talking from,2023-05-28 23:18:13+00:00,0,0,21,https://twitter.com/twitter/status/1662961502385479686,neutral
Common_Ends,"Hey ChatGPT give me an example of how you hallucinate, but from the perspective of the President of the United States. https://t.co/anMCeixmwn",2023-05-28 23:18:13+00:00,0,0,68,https://twitter.com/twitter/status/1662961501865668608,neutral
bitone_great,"🚨Get Out!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #POLYXBUSD
Time Interval:  5min
Last Price: 0.15
🔴 RSI: 86.8

Powered by #ChatGPT

$POLYX
#POLYX
#메타디움
#Klaytn

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/d2QZvUnXx9",2023-05-28 23:18:03+00:00,0,0,20,https://twitter.com/twitter/status/1662961463009619968,negative
CryptoLisboa,@kevindegods @eden_ I completely agree with ChatGPT,2023-05-28 23:17:48+00:00,0,6,90,https://twitter.com/twitter/status/1662961398765301761,neutral
PhoenixMasked,"New video out!
Still getting used to posting more frequently plus having a bit of a learning curve with different ways to make videos! This was the first time I attempted using PNGTuber software plus a proper mic too! #artchallenge #PNGTuber #ArtistonTwitter #chatgpt https://t.co/5K1ibGGWAN",2023-05-28 23:17:42+00:00,1,0,106,https://twitter.com/twitter/status/1662961371900936192,positive
lumpenspace,"uh, on chatGPT a lot of metadata on the models is available without any digging - the token limits are interesting.

https://t.co/IOJZx4IPbI",2023-05-28 23:17:39+00:00,0,1,109,https://twitter.com/twitter/status/1662961363231072256,neutral
leafjooce,"good read if your company is racing down the hole of ""let's put chatGPT in everything"" because it makes tech more ""social"" or ""immersive."" https://t.co/nuO6ikYrUM",2023-05-28 23:17:31+00:00,0,3,222,https://twitter.com/twitter/status/1662961328573538307,positive
pbrane,"@sudhirPyadav @NicolaeDima2 @Zero04203017 @d_feldman and ChatGPT + plugins can *already* have both memory and the ability to call out to local recent data from the web. So this point about ""determinism"" is already very no longer valid.",2023-05-28 23:17:30+00:00,0,2,15,https://twitter.com/twitter/status/1662961324106862592,negative
5dotBest,"https://t.co/aEbvnC4hn3  on sale
standard renewal usd9/yr
renewed to 2030

#GPT4 #chatgpt #gpt3 #NFT #NFTs #NFTfantasy #NFTartists #artist #design #Golden #Silver #jewelry #jewellery #jewel #Amber #stones #Stone #fashion #collection #style #art #opensea #Binance #investing #DAO https://t.co/agQClSr83c",2023-05-28 23:17:00+00:00,0,1,94,https://twitter.com/twitter/status/1662961198382596097,neutral
NotImmortal1,I got a 100 on it after only 6 hours of work total for a paper I was supposed to author over the course of an entire semester. I learned more from chasing ChatGPT's ledes down a google rabbithole than I learned from the class itself.,2023-05-28 23:16:59+00:00,0,3,21,https://twitter.com/twitter/status/1662961191746977793,neutral
NotImmortal1,"I used ChatGPT to aid one of my finals and still had the good sense to check the citations to make sure they were relevant or even existed, and used a bunch of halfassed google searches and skimmed peer-reviews to fix the paper and make it undetectable by plagerization detectors. https://t.co/iIxtlJfefg",2023-05-28 23:16:58+00:00,0,3,48,https://twitter.com/twitter/status/1662961189666652167,positive
bitone_great,"🚨Sell Now!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #ETHTUSD
Time Interval:  30min
Last Price: 1908.24
🔴 RSI: 89.6

Powered by #ChatGPT

$ETHT
#ETHT
#DYOR
#맨체스터시티

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/BkVLOVN9er",2023-05-28 23:16:58+00:00,0,0,3,https://twitter.com/twitter/status/1662961187490009088,negative
notshadowknight,@osjrbrbjrjdj @JohnNobody19 @KyleBrovloski01 I used ChatGPT for this info because I didn’t have time to do in-depth research on this topic but the response seemed reliable and factual with past research I did,2023-05-28 23:16:54+00:00,0,0,27,https://twitter.com/twitter/status/1662961170540634113,positive
CT3ch220135,"😍😍😍 #plastic #PowerUp #technology #Newborn #2023ready #ProfitsOverPeople #ChatGPT #FaceThePlasticTruth  
Original: archinect https://t.co/JE0hUScwYS",2023-05-28 23:16:52+00:00,0,0,3,https://twitter.com/twitter/status/1662961163662131202,positive
NCKoussis,"@JoshSEdwards From what I've read, many think this is a good thing, that dogpiling the author is good actually. They were just trying to ""convince"" him, claiming that because he used AI he likely used ChatGPT to write his book, too. I think this toxicity is here to stay, unfortunately.",2023-05-28 23:16:52+00:00,0,13,408,https://twitter.com/twitter/status/1662961162269630465,positive
bitone_great,"🚨Get Out!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #BETHBUSD
Time Interval:  30min
Last Price: 1907.95
🔴 RSI: 87.0

Powered by #ChatGPT

$BETH
#BETH
#Groestlcoin
#Bitcoin

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/Beg2GD0zbX",2023-05-28 23:16:47+00:00,0,0,5,https://twitter.com/twitter/status/1662961143428829184,negative
perlasuhj,@ximenaal_razo arroba chatgpt,2023-05-28 23:16:45+00:00,0,1,17,https://twitter.com/twitter/status/1662961133991661568,neutral
bitone_great,"🚨Time to Sell!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #BTCTUSD
Time Interval:  30min
Last Price: 28136.77
🔴 RSI: 87.8

Powered by #ChatGPT

$BTCT
#BTCT
#fomo
#Avalanche

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/qK3WbVkpg2",2023-05-28 23:16:43+00:00,0,0,3,https://twitter.com/twitter/status/1662961127381413888,negative
Qweku_Flano,"@alabz_J @DAMIADENUGA Chatgpt come take your work 
Sorry baba",2023-05-28 23:16:41+00:00,0,0,14,https://twitter.com/twitter/status/1662961120041205760,negative
MrBitcoin12,@denverbitcoin ChatGPT wants to know. How many politicians does Bill Gates have in his pocket?,2023-05-28 23:16:41+00:00,0,0,86,https://twitter.com/twitter/status/1662961116304244736,positive
designedbyross,@datboiNFT @RizFlagz chatgpt so smart,2023-05-28 23:16:13+00:00,0,5,114,https://twitter.com/twitter/status/1662961001644322818,positive
bitone_great,"🚨Sell Now!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #BNBUSDT
Time Interval:  30min
Last Price: 314.0
🔴 RSI: 85.5

Powered by #ChatGPT

$BNB
#BNB
#디카르고
#ImmutableX

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/LbxK9GwcCt",2023-05-28 23:16:11+00:00,0,0,1,https://twitter.com/twitter/status/1662960991972495360,negative
MakerPriest,@StudentenHaider @WallStreetSilv @unblogd Chatgpt regelt. 👌,2023-05-28 23:16:02+00:00,0,1,22,https://twitter.com/twitter/status/1662960953569300481,neutral
bitone_great,"📉#Sell!📉
🔥RSI over 85!🔥
[#Bybit]
👇 Recommendation: #Short
📊Ticker: #ENJUSDT📊
30-minute Candle
Last Price: 0.3455
RSI: 88.0

🔥Powered by #ChatGPT🔥

$ENJ
#ENJ
#バイビット
#바이비트 https://t.co/nNVZarAXHq",2023-05-28 23:15:58+00:00,0,0,1,https://twitter.com/twitter/status/1662960936137940992,neutral
bitone_great,"🚨Get Out!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #BNBUSDT
Time Interval:  5min
Last Price: 314.4
🔴 RSI: 87.3

Powered by #ChatGPT

$BNB
#BNB
#beartrap
#NEXO

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/EBgLXPNXy4",2023-05-28 23:15:52+00:00,0,0,2,https://twitter.com/twitter/status/1662960914499522562,negative
bitone_great,"🚨Time to Sell!🚨
💰#Binance Spot💰
⬇ Recommendation: #Short 🔴
Ticker:  #ETHUSDT
Time Interval:  30min
Last Price: 1912.75
🔴 RSI: 89.4

Powered by #ChatGPT

$ETH
#ETH
#bulltrap
#ホロ

What are you gonna do?
👇LONG        👇WAIT         👇SHORT https://t.co/XzxXTQxeGZ",2023-05-28 23:15:43+00:00,0,0,1,https://twitter.com/twitter/status/1662960873508573184,negative
howtousechatgpt,"I've been using #ChatGPT for advice, have you?  If you would like more guidence on how, check this out: https://t.co/zHIcowFFFQ #howtousechatgpt #aitools #selfcare #mindfulness https://t.co/YkPAyzesSn",2023-05-28 23:15:43+00:00,0,0,2,https://twitter.com/twitter/status/1662960872774332418,neutral
gpettey,Here’s What Happens When Your Lawyer Uses ChatGPT https://t.co/vm0AGl4mCv,2023-05-28 23:15:33+00:00,0,0,12,https://twitter.com/twitter/status/1662960831951257600,neutral
